label,query_sha256,raw_votable_sha256,row_count,overflow,cached,query_file,raw_file
plate_exposures_0007_v077a,396536dcb54c81bbb0a0d018d8cba236909202c5d3928ba4af50666ecb3561d8,d75095b766266f97628c0753df14ad4172b5792de90d3a405780647da9c43131,70,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0007_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0007_v077a.vot
plate_exposures_0008_v077a,9147ad2d509dc9f196b5222750a3feaf725f76b642d77f4bc696c9884ba4ead0,776f1921725b7c3aeb938a506b53e1016ba160de5860fda034194dc1f998a117,224,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0008_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0008_v077a.vot
plate_exposures_0009_v077a,54d10f35e1879d7f008ef6e31f2f73c22bc469686ec2a198503a11eb620ddb8f,96ad68a6fcb5ac7d5d4d5c228a87e67bd07a1596660943dab176b239a4237d22,54,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0009_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0009_v077a.vot
plate_exposures_0010_v077a,3cb7d72c8a66278e1211d4efb06b38e28065e2b33941d974f3a8caaa35276577,f97c78c10826d1be46c77805934bbc96e3a1c3d6cc6d88393ceec57d76dff57c,84,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0010_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0010_v077a.vot
plate_exposures_0011_v077a,51f38ff8f8bed161bd038aa88a122b54ba32abecca370c061ab4471c81f63c27,0e3f103210052ed26a7ead4dee47d4c3d4831a0d3bf4ce1b9fe2c2e6efd47e92,58,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0011_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0011_v077a.vot
plate_exposures_0012_v077a,abb2807885cb3447b558a8d0c483d0fc7e0a8e2a89ea212ef46a856de1d61388,7f46cafc5e96de1c96edad0e83a29b6324c195bb90bfb14dd63b0ab3fd4ee5cc,71,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0012_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0012_v077a.vot
plate_exposures_0013_v077a,df5acd9420abd1a39fa3781f9646e5daf426aea60a0a1bd5b4397e1067f15951,e010a7a852d9bdb3816b04d11ff28d372a0db212a720247ca07109754cdbbc36,53,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0013_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0013_v077a.vot
plate_exposures_0014_v077a,5f21fa1279c876cb022cc5c5cf5d72eb320074de3714d12d74a6e18e357dd887,72c228c9178c6c482d538e66b395b6cc5229f1fa5303a2bdeaa350436f55715a,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0014_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0014_v077a.vot
plate_exposures_0015_v077a,7eeeabdad64376f60cece7a704cca3f663accc47f016ad129f49328a25e3e60e,04c12e7f4cb970a13caf08853a47de8568793298c0856e346760c8d853f6cabd,58,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0015_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0015_v077a.vot
plate_exposures_0016_v077a,2e913994d0f3ae00d673420f1158c3fa17c69f81da2e05eb0ef35b7e076bf486,106b93e08ebb9b8b3f2a3929061ed8fbe69e780306e8fd1240f2316ced56e07e,56,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0016_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0016_v077a.vot
plate_exposures_0017_v077a,462f59a59af5a03e0b2e66a870d8f26eadf3428c0e25a46d994ca3da0afcbd48,0beb8107eb493a5304f1f7164a07bcc82f972a2b87c766e265ae433fa09d8ed9,83,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0017_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0017_v077a.vot
plate_exposures_0018_v077a,a28b1b1f891ab79a67adf4e5c113efe1406cd2f183c17b6b0b16db96de2a98c0,f259944c07106a742387da70277348297d32f56137beb0cea711b662c922b48e,64,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0018_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0018_v077a.vot
plate_exposures_0019_v077a,9cea55786ab609ac6ee40cb5b871b6f842381d4c7df6e664bdec1649cfef5b80,c55978ec79f6a2ac05219bf05165e02423d6b931ac465b0b74380ca0f0bd608f,52,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0019_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0019_v077a.vot
plate_exposures_0020_v077a,ba2366e90c06d93bf9a02f0f83b782d00bb912f2492b8d0ebd6f9fa15d62c8d7,a4658e842dc631e3bd607d0970c09c6df869304e7af1538f8ccf2937245a2964,52,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0020_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0020_v077a.vot
plate_exposures_0021_v077a,0722e0a67de095ae2b0ebd7e7c0755fca7c80bad4469c2bd2500664c291e47e9,f3fd0797c4795c7056d542c30d5882b2d3584e679f23ffcb795949a8377aa1f3,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0021_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0021_v077a.vot
plate_exposures_0022_v077a,96308121dfa590d673d68cfa4539f381cab6153c0a36c4f7824bff81eccfb818,77d7a01a69e5553156d90bc5e65b704e8b947bc1ca10eef3e284fb8eca40e78f,64,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0022_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0022_v077a.vot
plate_exposures_0023_v077a,3009d11bde1ec46066fc1f80980f36d1af10e8163d2ea8a53f830c3e82efe3ca,41277b132ae64eca5ff6362d6605026d9666eb46b05cace4bc46ea5650173774,90,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0023_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0023_v077a.vot
plate_exposures_0024_v077a,0d9d1319f9244e3907a22e63ea538dba23d5ff41032c52de40fb3d82a29ba3fd,ac27b2aa7695a9eb99ce4d7ad00b013a0018adbdc52e9af50aeec6177edf6add,65,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0024_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0024_v077a.vot
plate_exposures_0025_v077a,34671a9ac04de4a9814da4bded9a3fd00a4a56c28c95f2dee874c1b929be0b06,d386e1835ad963915c1ff04d0a5772ff0bf03c4623cf45af758ea09dda5df506,75,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0025_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0025_v077a.vot
plate_exposures_0026_v077a,2abef8fd688dc76338bf2bf9270b137cf71dd6f8d59c28772bd352c2adef9550,d1c118bdeb212fd42979abdd07b1938ed5ce32eab6ec2db1254bb93694f6ea40,63,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0026_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0026_v077a.vot
plate_exposures_0027_v077a,ac7a96903f3c858bb3bfb7d292c9f499c14b66d6c9777b7e9af18ae4799b51fd,a772b1c85f76a0fefbffd0606f7d4095e2cda760927b0b070f6d4bebe00c3190,59,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0027_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0027_v077a.vot
plate_exposures_0028_v077a,355a534429cd9e8448638a758c9b4c6591aec7472fb51bd1f6a32b297af6fe30,f8a84296e64ebd5a5c679f05518d34aba98960468601e42de46a05d622485aee,73,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0028_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0028_v077a.vot
plate_exposures_0029_v077a,a2aead7db30624b8fff6450d94c7bdb8972b1226b11c765a1b5f8307ad66eb44,4ca7ef937430fcb3eaad2789c8336e29c0f3b7ddcf06e8f86e6f7afdcc7ef466,83,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0029_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0029_v077a.vot
plate_exposures_0030_v077a,0d33e4ff2408b15a8473db77249cc8e47b36c4e1729f6f30e96dbcd309007c51,4523417ad3d7319ce53a677e19295c8fe4c0cb786b90906a2b7b85a0881d5cee,69,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0030_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0030_v077a.vot
plate_exposures_0031_v077a,308f6fc48d64c9b9b1cd36ad684144b7c6ecd47edabd305f43e9f7ffa1604fb6,aaa80e6c16310c61a1a8f716d51f2d0af5e37e5b4fcef65cc580063deb5eea86,53,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0031_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0031_v077a.vot
plate_exposures_0032_v077a,689184ef63ab0ba5971b217478f8106745004c995c201f7f97b26e8ca2e93815,705400e3dd4ed0224d5d186c51530e82fb91bc198a016fe2a0d5b97613850a3a,52,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0032_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0032_v077a.vot
plate_exposures_0033_v077a,6a6abbb187f024a47fcc2e3f20d5c8966b994f83c387a7f48e2da2e46e17ce95,3085852b08baac5997ec9f37636b82d83267d4c58afe9fcd6c05eb2b7dc3b9e7,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0033_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0033_v077a.vot
plate_exposures_0034_v077a,cc9a178b6f41da3c11fd6c66b44a6ab9584483a9bba8b31a3fd7359c424d1210,bd7fce3678b2c15505c6dbba5ec26287b8b0fe8ed253cd99ce9d452a88b545fe,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0034_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0034_v077a.vot
plate_exposures_0035_v077a,b030a62b67796207deb6d174bafb99d1d7ba75bbfba219baca13e0cc64afeeba,21adcf1e58108890f29b20762bf0925f101c1c4d442dec9e7bc65194728de7c2,74,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0035_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0035_v077a.vot
plate_exposures_0036_v077a,30bfca6d46bfc6d7baea5da1b64ebfa0bd3fc56cbd0839f2fd3bee88893b02da,665cc85c0e4705418771285054605def6e9be0f4cf4255d98585e6a0ca6d44cc,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0036_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0036_v077a.vot
plate_exposures_0037_v077a,cb77f4939940d328aae1ba946431ed8c49fc646dc6ef4e38af76241d98fc0e9a,258fe3e646bd79861a8304c7c5a8cb640785fb7ace1d2eebc86505d3d3e45ce3,68,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0037_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0037_v077a.vot
plate_exposures_0038_v077a,7b427a63b07669507f24437eeb457de9e1c96e153f9862a752a0e8ccf2f4dac7,6c493df8ba0245b0013524a1cf0850da9ce48d119f8a74a575182edc7138392a,66,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0038_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0038_v077a.vot
plate_exposures_0039_v077a,6aeff025e9a408e4372aa3eb61d2740bc4a702a790cc6edbd07d9f3eba22a002,041acc507ee69b28163ebbf31f5227ae511334d2b0049a2c2e4a4e6fbdc069d8,52,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0039_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0039_v077a.vot
plate_exposures_0040_v077a,a6295daaea4716dacc4fad8c7a07f27261c3730d4fd94c6739f87d7bc7501a6e,92524dec32d33f07a855275e9a1e3e078d0834e947441ed1781dff6d8343f1a2,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0040_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0040_v077a.vot
plate_exposures_0041_v077a,161caa8d62ab4578cf3ea79ef824091b5d2670abf245313bf5e604cf36929fd9,a8bbe238cffb3229c9fc57225238794bd8e284d13d254e5847eaf324b0cf9181,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0041_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0041_v077a.vot
plate_exposures_0042_v077a,d4d98030ae92a4af8eae7e98fcd3ec63ffb29820f888a81d015df294cc7575d6,3de7b15c84c803e22ae28fd8bc5fe42b18360de29e7f706f0025d5520887f5ee,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0042_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0042_v077a.vot
plate_exposures_0043_v077a,a52aa15c80de5d7ca0be5e57f1ea652ab571e4b0149d881fbc3c745930b5ac09,bab7f185e260f34ee2a6322e37184f5bf392d820d45da54aee2fee3f763731af,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0043_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0043_v077a.vot
plate_exposures_0044_v077a,a9710388c628b44623df59e86abca0bc0880d40582f35b884f5840a58547c410,76b24bf0207013343495b0085aef36b3dfa9cebd2edc700f5c9ad6ada4ce1a21,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0044_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0044_v077a.vot
plate_exposures_0045_v077a,0a6ff25b8298ddb096e9c6149f5f82d9c4af4a5d927cb27abe8b31fbe0c3ed04,ad26652a9f26e16690757b67ec5835b841390c28f05843053cb40916734c2529,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0045_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0045_v077a.vot
plate_exposures_0046_v077a,39072af69f23a281f1db5288501aad3d2f1a9759bcfd65e2ce43ae1cb3ba31f8,e07b47f500033e9a2b09f00c1ec37731432d092d8e19e6df1129f906ba245fbe,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0046_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0046_v077a.vot
plate_exposures_0047_v077a,c5d26119d63beeb730dead26b31339550489d6cf1b2d3448ee338904c90fe747,d1d292ae3da605763da86e5cacd69e2583edf348899bf307a30faff5efa3a202,54,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0047_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0047_v077a.vot
plate_exposures_0048_v077a,4340e3d65b5f31fc31a84e6be19b63802f99b9ca4a4d7b8c39a44423c1c277cb,3dd349568a07b1b51998d9b4331d96c684f8954231e842bad7cd3fb9ec7bb67c,52,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0048_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0048_v077a.vot
plate_exposures_0049_v077a,2b3c2b5bbea173363c293b22d0060c24cddea83e833bddc9ea888964a1a54f15,30c455d22c2b3db18f481428a94658dd1616cb030f06921eb7cf4933c1e3f8d6,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0049_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0049_v077a.vot
plate_exposures_0050_v077a,c580647625826624c629aaa745a340e01a96453bba4c688a00dada855f5f5b41,c291ad8aeb76988e949b9fb3d41f01abe3573b914762c623e2091371c5a08c79,57,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0050_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0050_v077a.vot
plate_exposures_0051_v077a,cb212143f3153f38166ec5e3768668fb80295a43eb83b2a686cb8c1858d9e5b9,e5de4dc2704b06666f1e46db981a78c97b2d7156623a535e15d4996fff4464d7,57,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0051_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0051_v077a.vot
plate_exposures_0052_v077a,e95e89bb78abb22264f4aff1d51787925233a07fcc5907cac2e44e7e534d6408,43e02199c1b507eed1cf03a59aafa1cc98db1f1a5ca9846ad4c16180d0cc321c,51,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0052_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0052_v077a.vot
plate_exposures_0053_v077a,09c7980f82242ce36919e42da3ece3627b8c7f22246234b6d687c3a9aeef27cc,c0f77a6e568c357df6601e8feebaf0d51e49fae4d7f8c76dd7c40578ee94064a,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0053_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0053_v077a.vot
plate_exposures_0054_v077a,f9e26dcbcb942500a0f3fbed560fc911e3f4ac432c6a2a29e487ba98c9c83494,9c612e54a7b2f3c25229c8d1f444c74d773535dc4b72c725841c530d84de630e,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0054_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0054_v077a.vot
plate_exposures_0055_v077a,0407794f4851b51623aeeeb8cab6462d7e8bcda606f8d3861da0245d8ad43e96,7730e0e9f05a31dd82635aa5011481f3ce5481e43fd843c5f76f59af74d2bd1b,50,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0055_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0055_v077a.vot
plate_exposures_0056_v077a,f2185ce15f97b49dcab61afee45c99cf3b644f05bfc5afd723228f897c73d984,dd7768cab93eb1f411cdc5f84f23943d40f2ba4144e2de4799c516fde27b05c1,51,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0056_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0056_v077a.vot
plate_exposures_0057_v077a,4eb3dad66ef6ce34f64283425c7f0da921edd25b9c77638af311b2afe4bbc365,47b53d0c5e3d8013d47154de33f8489a9464880519171e8af6d6aeae97bdd83b,62,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0057_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0057_v077a.vot
plate_exposures_0058_v077a,1d9a59c60bfca11be6501d08a25d3a928ba4c46fc548115390cfbc48e5fc38de,ef1723853afab84dc2d6d33eda25b7098d53dca2e2ddaf9be7c504f64f187327,56,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0058_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0058_v077a.vot
plate_exposures_0059_v077a,d185ea501340e2c0bcd17cd16ffea5005533f856b6e186e035f8a457dfeab6d0,d51c1c97cc317f2be913374dd403b2f2704e6175ea3acfa94b0b186e1faf4617,168,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0059_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0059_v077a.vot
plate_exposures_0060_v077a,c3bb4c57da787140c091606a01d64c34fc89e37595a44e7783dc002620d1920a,deb1777a5a1e70404b5ac3e6b3e8a9c7652072a6578e87db18cb4518bfab646d,152,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0060_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0060_v077a.vot
plate_exposures_0061_v077a,4b32e8c3e3caea3ee1d9baba3c1b2ebd5367a4fbf74d79cf941dc6121fd9a0c5,f83d720674f8991359efe72c1165a9c68c9cacbe3ed1c23c1347fa480fd34043,105,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0061_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0061_v077a.vot
plate_exposures_0062_v077a,0601c1d3d6e1e3a617644a72795dc6dcfc3a53d51dbbdaac1369cca4d57e2b5f,6bf57b2b25b8490a9fbf6599e89d62402e35bca056116eb0dff863ad5151164f,87,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0062_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0062_v077a.vot
plate_exposures_0063_v077a,2383179af6f90a3965f265ad4657d78bafabfda6c6ea258be8733a1ed2530dcd,06e1ac8bc3328c8c9d39894a63f4fbe944cdfcdf1bb2148ea5ad33d4ab7f7b9a,71,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0063_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0063_v077a.vot
plate_exposures_0064_v077a,4ec1369b8d9cd11a3ae9d4eb142521fad75e06114784b1743386541288f0020a,537065fae48d5e0a503201c5445d072f3b1948e25f7fc8e25aef6deb86b86152,90,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0064_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0064_v077a.vot
plate_exposures_0065_v077a,e52a4041b178e59a81ae17b1130f047383f9726ad84b4fa444b14b48b5aa14cc,f97a3761ba37af28b4c5b4e8ac249582fbcc2003c5b46697851ff0cbf024a257,83,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0065_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0065_v077a.vot
plate_exposures_0066_v077a,cf5ded44450bece82cf3c0c72eda7dbae058e193cb7f939928b2a19bebb4c9b2,8a290a4e9bf70d89b3cfc76ab6c8d253dd9647a5ec7a3c38d968e5e22ebb27b1,78,False,False,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0066_v077a.adql,results/pair17_applause_independent_plate_opportunity_census_v077a/cache/plate_exposures_0066_v077a.vot
